id,forecast_zone,danger_below_treeline,danger_at_treeline,danger_above_treeline,danger_rating,danger_level_text,start_date,end_date,avalanche_problems
95578,Mt Hood,2,3,3,3,considerable,2021-02-03T02:00:00+00:00,2021-02-04T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
95512,Mt Hood,1,2,3,3,considerable,2021-02-02T02:00:00+00:00,2021-02-03T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
95452,Mt Hood,3,3,3,3,considerable,2021-02-01T02:00:00+00:00,2021-02-02T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '1'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
95381,Mt Hood,2,3,3,3,considerable,2021-01-31T02:00:00+00:00,2021-02-01T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
95314,Mt Hood,2,3,3,3,considerable,2021-01-30T02:00:00+00:00,2021-01-31T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Dry Loose', 'problem_type_id': 1, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Dry Loose avalanches are the release of dry unconsolidated snow and typically occur within layers of soft snow near the surface of the snowpack. These avalanches start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-dry avalanches include point-release avalanches or sluffs.'}]"
95248,Mt Hood,2,2,3,3,considerable,2021-01-29T02:00:00+00:00,2021-01-30T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['south upper', 'south middle', 'south lower', 'southeast lower', 'southeast middle', 'southeast upper', 'southwest upper', 'southwest middle', 'southwest lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
95174,Mt Hood,2,3,3,3,considerable,2021-01-28T02:00:00+00:00,2021-01-29T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Dry Loose', 'problem_type_id': 1, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Dry Loose avalanches are the release of dry unconsolidated snow and typically occur within layers of soft snow near the surface of the snowpack. These avalanches start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-dry avalanches include point-release avalanches or sluffs.'}]"
95102,Mt Hood,2,2,3,3,considerable,2021-01-27T02:00:00+00:00,2021-01-28T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Dry Loose', 'problem_type_id': 1, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Dry Loose avalanches are the release of dry unconsolidated snow and typically occur within layers of soft snow near the surface of the snowpack. These avalanches start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-dry avalanches include point-release avalanches or sluffs.'}]"
95046,Mt Hood,1,2,2,2,moderate,2021-01-26T02:30:00+00:00,2021-01-27T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
94981,Mt Hood,1,2,2,2,moderate,2021-01-25T02:00:00+00:00,2021-01-26T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
94973,Mt Hood,1,1,2,2,moderate,2021-01-24T15:15:00+00:00,2021-01-25T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
94914,Mt Hood,1,2,2,2,moderate,2021-01-24T02:00:00+00:00,2021-01-25T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
94841,Mt Hood,1,1,1,1,low,2021-01-23T02:00:00+00:00,2021-01-24T02:00:00+00:00,[]
94774,Mt Hood,1,1,1,1,low,2021-01-22T02:00:00+00:00,2021-01-23T02:00:00+00:00,[]
94700,Mt Hood,1,1,1,1,low,2021-01-21T02:00:00+00:00,2021-01-22T02:00:00+00:00,[]
94643,Mt Hood,1,1,1,1,low,2021-01-20T02:00:00+00:00,2021-01-21T02:00:00+00:00,[]
94572,Mt Hood,1,1,1,1,low,2021-01-19T02:00:00+00:00,2021-01-20T02:00:00+00:00,[]
94509,Mt Hood,1,1,1,1,low,2021-01-18T02:00:00+00:00,2021-01-19T02:00:00+00:00,[]
94440,Mt Hood,1,1,1,1,low,2021-01-17T02:00:00+00:00,2021-01-18T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'unlikely', 'size': ['1', '1'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'west middle', 'northwest middle', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
94373,Mt Hood,1,1,1,1,low,2021-01-16T02:00:00+00:00,2021-01-17T02:00:00+00:00,[]
94305,Mt Hood,1,1,1,1,low,2021-01-15T02:00:00+00:00,2021-01-16T02:00:00+00:00,[]
94234,Mt Hood,1,2,2,2,moderate,2021-01-14T02:00:00+00:00,2021-01-15T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['southwest lower', 'southwest middle', 'southwest upper', 'south upper', 'south middle', 'south lower', 'southeast lower', 'southeast middle', 'southeast upper'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
94172,Mt Hood,2,2,2,2,moderate,2021-01-13T02:00:00+00:00,2021-01-14T02:00:00+00:00,"[{'avalanche_problem_name': 'Wet Slab', 'problem_type_id': 7, 'rank': 1, 'likelihood': 'possible', 'size': ['2', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wet Slab avalanches are the release of a cohesive layer of snow (a slab) that is generally moist or wet when the flow of liquid water weakens the bond between the slab and the surface below (snow or ground). They often occur during prolonged warming events and/or rain-on-snow events. Wet Slabs can be very unpredictable and destructive.'}, {'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
94101,Mt Hood,3,4,4,4,high,2021-01-12T02:00:00+00:00,2021-01-13T02:00:00+00:00,"[{'avalanche_problem_name': 'Wet Slab', 'problem_type_id': 7, 'rank': 1, 'likelihood': 'very likely', 'size': ['2', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wet Slab avalanches are the release of a cohesive layer of snow (a slab) that is generally moist or wet when the flow of liquid water weakens the bond between the slab and the surface below (snow or ground). They often occur during prolonged warming events and/or rain-on-snow events. Wet Slabs can be very unpredictable and destructive.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'very likely', 'size': ['2', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
94035,Mt Hood,2,2,2,2,moderate,2021-01-11T02:00:00+00:00,2021-01-12T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
93962,Mt Hood,1,2,2,2,moderate,2021-01-10T02:00:00+00:00,2021-01-11T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
93886,Mt Hood,1,2,2,2,moderate,2021-01-09T02:00:00+00:00,2021-01-10T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
93800,Mt Hood,2,2,3,3,considerable,2021-01-08T02:00:00+00:00,2021-01-09T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['southwest lower', 'south lower', 'southeast lower', 'north lower', 'northeast lower', 'east lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
93735,Mt Hood,2,2,2,2,moderate,2021-01-07T02:00:00+00:00,2021-01-08T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['southwest lower', 'south lower', 'southeast lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
